20-12-2022 | 16: 02: 13,10,Polygon,0.81,1.9,7224211343
20-12-2022 | 16: 02: 19,10,Polygon,0.81,1.9,7224211343
20-12-2022 | 16: 02: 25,10,Polygon,0.81,1.9,7224211343
20-12-2022 | 16: 02: 30,10,Polygon,0.81,1.9,7224211343
20-12-2022 | 16: 02: 36,10,Polygon,0.8,1.71,7190522016
20-12-2022 | 16: 02: 41,10,Polygon,0.8,1.71,7190522016
20-12-2022 | 16: 02: 47,10,Polygon,0.8,1.71,7190522016
20-12-2022 | 16: 02: 52,10,Polygon,0.8,1.71,7190522016
20-12-2022 | 16: 02: 58,10,Polygon,0.8,1.71,7190522016
20-12-2022 | 16: 03: 04,10,Polygon,0.8,1.71,7190522016
20-12-2022 | 16: 03: 10,10,Polygon,0.8,1.71,7190522016
20-12-2022 | 16: 03: 16,10,Polygon,0.81,1.9,7224211343
20-12-2022 | 16: 03: 21,10,Polygon,0.81,1.9,7224211343
20-12-2022 | 16: 03: 27,10,Polygon,0.81,1.9,7224211343
20-12-2022 | 16: 03: 33,10,Polygon,0.81,1.9,7224211343
20-12-2022 | 16: 03: 39,10,Polygon,0.81,1.9,7224211343
20-12-2022 | 16: 03: 44,10,Polygon,0.81,1.9,7224211343
20-12-2022 | 16: 03: 50,10,Polygon,0.81,1.9,7224211343
20-12-2022 | 16: 03: 56,10,Polygon,0.81,1.9,7224211343
20-12-2022 | 16: 04: 01,10,Polygon,0.8,1.71,7190522016
20-12-2022 | 16: 04: 08,10,Polygon,0.8,1.71,7190522016
20-12-2022 | 16: 04: 13,10,Polygon,0.8,1.71,7190522016
20-12-2022 | 16: 04: 19,10,Polygon,0.8,1.71,7190522016
20-12-2022 | 16: 04: 25,10,Polygon,0.8,1.71,7190522016
20-12-2022 | 16: 04: 30,10,Polygon,0.8,1.71,7190522016
20-12-2022 | 16: 04: 36,10,Polygon,0.8,1.71,7190522016
20-12-2022 | 16: 04: 42,10,Polygon,0.8,1.71,7190522016
20-12-2022 | 16: 04: 48,10,Polygon,0.8,1.71,7190522016
20-12-2022 | 16: 04: 54,10,Polygon,0.8,1.71,7190522016
20-12-2022 | 16: 05: 00,10,Polygon,0.81,1.9,7224211343
20-12-2022 | 16: 05: 06,10,Polygon,0.81,1.9,7224211343
20-12-2022 | 16: 05: 11,10,Polygon,0.81,1.9,7224211343
20-12-2022 | 16: 05: 17,10,Polygon,0.81,1.9,7224211343
20-12-2022 | 16: 05: 24,10,Polygon,0.81,1.9,7224211343
20-12-2022 | 16: 05: 29,10,Polygon,0.81,1.9,7224211343
20-12-2022 | 16: 05: 37,10,Polygon,0.81,1.9,7224211343
